ID_VERTICE,LONGITUDE,LATITUDE
391,116.4262916,39.9703609
392,116.4856164,39.9142401
393,116.4898659,39.9143471
394,116.4554826,39.9291582
395,116.4554634,39.92548
396,116.4554327,39.9230992
397,116.466617,39.9324698
398,116.4687203,39.9364875
399,116.4685585,39.9390817
400,116.4684019,39.9415445
401,116.4681048,39.9440232
402,116.4663216,39.9478634
403,116.4662695,39.9479207
404,116.4552619,39.8766272
405,116.455278,39.8778545
406,116.4553467,39.8798191
407,116.4553609,39.8807423
408,116.4553835,39.8823751
409,116.4553923,39.8830126
410,116.4554261,39.9168886
411,116.4554986,39.9151061
412,116.4555009,39.9149875
413,116.4556196,39.9131786
414,116.4554936,39.8971138
415,116.4556238,39.9043335
416,116.4556802,39.9057277
417,116.4557916,39.9082911
418,116.455792,39.9095611
419,116.4557925,39.9108412
420,116.4588882,39.9070945
421,116.4563456,39.9070917
422,116.4549124,39.9070963
423,116.452375,39.907103
424,116.4557809,39.913182
425,116.4556455,39.9149901
426,116.3857096,39.9019334
427,116.388035,39.901425
428,116.3680709,39.9026639
429,116.3682295,39.9026693
430,116.3702435,39.9027581
431,116.4467117,39.9220574
432,116.448951,39.9219866
433,116.4493532,39.955605
434,116.4498364,39.9551376
435,116.4525771,39.9533057
436,116.453234,39.9528726
437,116.4542385,39.9521294
438,116.4552275,39.9505413
439,116.3523304,39.943008
440,116.3547704,39.9436983
441,116.3554314,39.9438762
442,116.3501551,39.9434971
443,116.3502843,39.9436903
444,116.3503612,39.9439618
445,116.3494139,39.9402934
446,116.4517539,39.9069681
447,116.452353,39.9068141
448,116.3470102,39.8968796
449,116.3506817,39.9002866
450,116.3285085,39.9169027
451,116.3332298,39.9169742
452,116.3360628,39.9170168
453,116.3386791,39.9170469
454,116.3388295,39.9170486
455,116.4108863,39.9321558
456,116.4109767,39.932159
457,116.4378794,39.8923179
458,116.4380512,39.8911029
459,116.4388972,39.8846005
460,116.4584303,39.9525536
461,116.4620679,39.9525727
462,116.4279434,39.9233799
463,116.4278232,39.923366
464,116.4276729,39.9232484
465,116.4275999,39.9231225
466,116.42817,39.9412557
467,116.427757,39.9418764
468,116.4692817,39.9068711
469,116.4747834,39.9068514
470,116.631665,39.903076
471,116.6235003,39.905427
472,116.6178278,39.9054445
473,116.4383972,39.9500781
474,116.4384859,39.9500144
475,116.4003384,39.9170117
476,116.4008014,39.9169658
477,116.4026837,39.9170426
478,116.4028023,39.9170474
479,116.4036923,39.9170837
480,116.4048417,39.9171306
481,116.4010378,39.911616
482,116.4019244,39.9116597
483,116.402852,39.9116905
484,116.4553224,39.9400332
485,116.4525729,39.9399948
486,116.449288,39.9399723
487,116.4552828,39.9323132
488,116.4492862,39.9322972
489,116.4450139,39.9322839
490,116.4442705,39.9322818
491,116.4441332,39.9322814
492,116.4375641,39.9322845
493,116.4335874,39.9322725
494,116.4286887,39.9322374
495,116.4611227,39.9324558
496,116.4611274,39.933585
497,116.5111628,39.9486107
498,116.5111381,39.9461729
499,116.5112286,39.9391939
500,116.3676249,39.9133382
501,116.3678022,39.913332
502,116.3692305,39.913295
503,116.3715346,39.913177
504,116.3731944,39.9130574
505,116.3755423,39.9129844
506,116.3765804,39.9056415
507,116.3766432,39.9058063
508,116.4344916,39.9228371
509,116.4344924,39.9227279
510,116.4441352,39.9120111
511,116.4439963,39.9120075
512,116.4431151,39.9119846
513,116.4403992,39.9119544
514,116.4376102,39.9119234
515,116.4348077,39.9118761
516,116.4306166,39.9118268
517,116.4292098,39.9118098
518,116.444127,39.9214669
519,116.4441276,39.9205389
520,116.4441315,39.9190759
521,116.4441252,39.9163586
522,116.4440941,39.9082373
523,116.4440845,39.9073626
524,116.4440883,39.9073161
525,116.4441203,39.9071643
526,116.4348662,39.9163686
527,116.4379442,39.9163203
528,116.4397462,39.9163443
529,116.4404181,39.9163407
530,116.582138,40.0731091
531,116.582604,40.0754501
532,116.3230845,39.8959802
533,116.3230111,39.8979026
534,116.3229688,39.899132
535,116.3229175,39.9013024
536,116.3229014,39.9058958
537,116.322901,39.9059991
538,116.3057848,39.8839226
539,116.3104116,39.8859149
540,116.3149075,39.8877865
541,116.3150334,39.887829
542,116.4011781,39.9816984
543,116.4010286,39.9816965
544,116.3903571,39.9813531
545,116.38848,39.9813206
546,116.3882619,39.9812361
547,116.44237,39.9350657
548,116.4423338,39.9324119
549,116.4408924,39.9615164
550,116.4426989,39.9631893
551,116.4469717,39.9670176
552,116.4470295,39.9670757
553,116.4471056,39.9671352
554,116.4720643,40.0102583
555,116.4722051,40.0073859
556,116.4722418,40.0063746
557,116.4722796,40.0046901
558,116.4723183,40.0037105
559,116.472569,40.0007148
560,116.4726943,39.9990049
561,116.4727999,39.9972683
562,116.4715807,39.9945473
563,116.4685597,39.9918412
564,116.46658,39.9900557
565,116.4664873,39.9899732
566,116.3115702,39.9746749
567,116.3117415,39.9746731
568,116.3464843,39.9996931
569,116.3464906,39.9995714
570,116.4017327,39.9481136
571,116.4013765,39.9479727
572,116.4121807,39.8996767
573,116.4122436,39.8994975
574,116.4123394,39.8979018
575,116.4124029,39.8958165
576,116.4125135,39.8934174
577,116.3795779,40.0198374
578,116.3786054,40.0194597
579,116.3803277,40.0086311
580,116.3804115,40.0084927
581,116.3454137,40.0243775
582,116.2327098,40.0812424
583,116.234385,40.0779591
584,116.2344505,40.0778354
585,116.2365716,40.0735199
586,116.237178,40.0723424
587,116.2372624,40.0721785
588,116.2373736,40.0719766
589,116.2374464,40.0718302
590,116.2406554,40.0664055
591,116.2435821,40.0604002
592,116.2470381,40.0538732
593,116.2493603,40.0514552
594,116.2513076,40.0491114
595,116.2514814,40.0487324
596,116.251886,40.0463864
597,116.2518965,40.0463115
598,116.251906,40.0462439
599,116.2523178,40.0433089
600,116.2525006,40.043071
601,116.2613991,40.0367111
602,116.2665273,40.0311721
603,116.2983116,39.9961848
604,116.2983165,39.996022
605,116.3245255,40.0201917
606,116.327307,40.0210743
607,116.3410706,40.0217199
608,116.3497478,40.0190499
609,116.3495308,40.0195939
610,116.5738023,40.041807
611,116.5762756,40.044289
612,116.5810456,40.0483745
613,116.3509394,40.021596
614,116.3558666,40.0215584
615,116.3559918,40.0215566
616,116.3591371,40.0214883
617,116.3627935,40.021441
618,116.3656879,40.0214117
619,116.3196585,39.9376848
620,116.3194876,39.9392468
621,116.3193596,39.9402645
622,116.3639092,39.9662639
623,116.3641188,39.9639986
624,116.3648266,39.956616
625,116.3648368,39.9565163
626,116.3650629,39.954107
627,116.365131,39.9533764
628,116.3653191,39.9513585
629,116.3653768,39.9507394
630,116.3654855,39.9495731
631,116.3655934,39.9484147
632,116.3656433,39.9478795
633,116.3395641,39.935891
634,116.3394675,39.9359292
635,116.3472549,39.9751157
636,116.3481335,39.9751183
637,116.3882826,39.9755592
638,116.3877368,39.9755543
639,116.3869827,39.9861409
640,116.3869874,39.9857891
641,116.4292487,39.9754814
642,116.4256562,39.9758302
643,116.4248999,39.9758399
644,116.3991079,39.9030262
645,116.3971263,39.9029877
646,116.5078474,39.9823768
647,116.4967323,39.9952054
648,116.4952597,39.9966954
649,116.3470879,39.9850142
650,116.3472203,39.9832231
651,116.3475336,39.9789936
652,116.3476711,39.9762586
653,116.436871,39.9462668
654,116.437066,39.9461371
655,116.4384063,39.9452776
656,116.4407946,39.9452339
657,116.4409394,39.9452349
658,116.4437845,39.9452552
659,116.4442335,39.9452584
660,116.4350024,39.9475101
661,116.4385804,39.9499465
662,116.4386486,39.949998
663,116.4387702,39.9499146
664,116.4387125,39.9500463
665,116.438666,39.9501525
666,116.4383145,39.9520093
667,116.4380072,39.9538456
668,116.4465859,39.9203254
669,116.4466856,39.9214863
670,116.5123481,39.9152223
671,116.5123905,39.9153186
672,116.5124528,39.9154042
673,116.5125173,39.9155165
674,116.5119762,39.9191062
675,116.5118827,39.9198964
676,116.5117972,39.9218829
677,116.4785926,39.9299988
678,116.4786492,39.9268619
679,116.4785952,39.9225468
680,116.4786127,39.9216908
681,116.4786127,39.921597
682,116.4761291,39.9323465
683,116.4761451,39.9324883
684,116.4761551,39.9326205
685,116.3924708,39.8850195
686,116.3916407,39.8850576
687,116.3912454,39.8850433
688,116.3895308,39.8849675
689,116.3889691,39.8849053
690,116.3888515,39.8849103
691,116.3885189,39.8849261
692,116.3881027,39.8849463
693,116.3869872,39.8849685
694,116.3837367,39.8848846
695,116.3830087,39.8848716
696,116.3817349,39.8848518
697,116.3803859,39.884813
698,116.3787333,39.8847679
699,116.3788663,39.8819925
700,116.3788431,39.8825638
701,116.3787813,39.8838818
702,116.391102,39.8794795
703,116.389303,39.8794827
704,116.3889083,39.8794628
705,116.3869741,39.8793727
706,116.3854691,39.8793119
707,116.3812435,39.8791963
708,116.386967,39.8779738
709,116.3869785,39.8787056
710,116.3869473,39.8801181
711,116.3869626,39.8807263
712,116.3869626,39.8814097
713,116.3869713,39.8821145
714,116.3892331,39.8801785
715,116.3891972,39.8807745
716,116.3891432,39.8814634
717,116.3891079,39.8821788
718,116.4366844,39.8831556
719,116.435842,39.8831297
720,116.4324801,39.8830313
721,116.4290981,39.8829611
722,116.427992,39.8828959
723,116.4198476,39.8736275
724,116.4187951,39.8773776
725,116.4187566,39.8787567
726,116.4187542,39.879582
727,116.418754,39.8796514
728,116.4221661,39.8827413
729,116.4220004,39.8838081
730,116.4217761,39.8845965
731,116.4215981,39.8851513
732,116.4252753,39.8827779
733,116.4250678,39.8850112
734,116.4250397,39.885313
735,116.4235324,39.8892313
736,116.4233533,39.8894281
737,116.4222497,39.8910333
738,116.4217353,39.8919483
739,116.4216616,39.8920925
740,116.4402224,39.8923461
741,116.4396138,39.8923517
742,116.4386395,39.8923676
743,116.4369275,39.8923816
744,116.435107,39.8923952
745,116.5210463,39.8919163
746,116.5140739,39.8918988
747,116.496571,39.8919856
748,116.4927024,39.8919758
749,116.4884629,39.8919594
750,116.4840688,39.8919891
751,116.3449145,39.8969048
752,116.3407188,39.8965755
753,116.3470122,39.8969992
754,116.2871165,39.8958072
755,116.2841765,39.8958119
756,116.2799154,39.8957976
757,116.3406814,39.8883301
758,116.3396196,39.888363
759,116.3395099,39.8883664
760,116.3344343,39.888522
761,116.3333484,39.8885419
762,116.3332403,39.8885439
763,116.3287608,39.888626
764,116.3249942,39.8886961
765,116.2281792,39.8493072
766,116.2251697,39.8477189
767,116.3266049,39.9938713
768,116.3267292,39.9939665
769,116.3211801,39.9912081
770,116.3211368,39.9897108
771,116.3209443,39.9881139
772,116.3210199,39.9866182
773,116.321115,39.9847369
774,116.3341066,39.9920061
775,116.3340768,39.9916524
776,116.3044981,40.0350353
777,116.3038923,40.0348842
778,116.3047212,40.0349658
779,116.3052862,40.035109
780,116.2992327,40.0439825
781,116.3005552,40.0418634
782,116.3019552,40.0394217
783,116.3033811,40.0369735
784,116.3042277,40.0355281
785,116.4468006,39.9574926
786,116.4467706,39.9576536
787,116.4455947,39.9584954
788,116.4415205,39.961113
789,116.4272652,39.9432189
790,116.4269101,39.9432173
791,116.4259784,39.943213
792,116.4226137,39.9433124
793,116.4205889,39.9434048
794,116.41944,39.9434267
795,116.4193211,39.9434288
796,116.4443356,39.9345228
797,116.4471574,39.9345088
798,116.4480313,39.9345131
799,116.4492766,39.93451
800,116.4665772,39.932331
801,116.4665945,39.9295034
802,116.4668831,39.924155
803,116.4668604,39.9218221
804,116.4838792,39.8901311
805,116.4838818,39.8957115
806,116.4824164,39.9079808
807,116.4824444,39.9063682
808,116.48246,39.9054049
809,116.4838997,39.9027888
810,116.4840876,39.9043203
811,116.4841347,39.9046008
812,116.5382624,39.9090819
813,116.5383428,39.9085709
814,116.539141,39.9040182
815,116.5401069,39.8992443
816,116.5292371,39.8381965
817,116.5243196,39.8016097
818,116.5241453,39.8015006
819,116.5185881,39.7987801
820,116.5148789,39.7970156
821,116.510929,39.7950957
822,116.5108057,39.7950342
823,116.5088,39.7940642
824,116.5069625,39.7931756
825,116.5068952,39.7931435
826,116.504165,39.7918383
827,116.5040253,39.7917715
828,116.4982837,40.0017021
829,116.4955461,40.0005383
830,116.4537755,40.0140369
831,116.4519515,40.0143127
832,116.4438362,40.0165231
833,116.4477151,40.0138459
834,116.4473626,40.0091312
835,116.4470162,40.0157343
836,116.4447539,40.0164275
837,116.4415779,40.017362
838,116.4386927,40.0182383
839,116.4316793,40.0202105
840,116.4285426,40.0206612
841,116.413789,40.0209403
842,116.4106777,40.0209753
843,116.4043002,40.0210566
844,116.4030519,40.0210601
845,116.4480231,40.0091889
846,116.4488533,40.0111926
847,116.4525513,40.0137685
848,116.4552772,40.0137693
849,116.4510305,40.0166421
850,116.4513868,40.0191288
851,116.3528322,40.0217201
852,116.3512169,40.0219201
853,116.5296316,39.7651993
854,116.5267891,39.7686941
855,116.5005609,39.8076451
856,116.5022591,39.8055628
857,116.5030314,39.8046159
858,116.5056334,39.8014108
859,116.5082277,39.7982006
860,116.4936142,39.8045556
861,116.4925481,39.8058874
862,116.4917055,39.8069401
863,116.4909127,39.8079304
864,116.4648975,39.7971334
865,116.4678473,39.7980812
866,116.4710555,39.7989843
867,116.4330832,39.867708
868,116.4354308,39.8677125
869,116.4367923,39.8677011
870,116.4780698,39.7790316
871,116.4778833,39.7791124
872,116.4609808,39.787115
873,116.4460059,39.7871066
874,116.4733895,39.8007275
875,116.4736102,39.8008082
876,116.477515,39.8022748
877,116.4776029,39.8023078
878,116.4819516,39.8039384
879,116.4821009,39.8039989
880,116.4866448,39.8060264
881,116.4906803,39.8078269
882,116.4231534,39.8023566
883,116.4240185,39.8023591
884,116.4327111,39.8033106
885,116.4016276,39.8408523
886,116.4086,39.8408833
887,116.4087749,39.8409124
888,116.4152335,39.8410644
889,116.4154273,39.8410678
890,116.4157023,39.8410737
891,116.4158467,39.8410702
892,116.4220522,39.8382856
893,116.4335641,39.8315594
894,116.4346476,39.8311236
895,116.4811849,39.7895729
896,116.4866414,39.7833418
897,116.4914412,39.7570677
898,116.491475,39.7571879
899,116.4924284,39.7600759
900,116.4933091,39.7626164
901,116.5466785,39.7680296
902,116.5434075,39.7718493
903,116.54109,39.7747057
904,116.5001138,39.7802114
905,116.5034038,39.7795436
906,116.5066217,39.780212
907,116.4216784,39.83116
908,116.4217094,39.8329885
909,116.4661722,39.8372583
910,116.4632258,39.8399547
911,116.4630811,39.8407378
912,116.3378111,39.9268295
913,116.3432694,39.9267881
914,116.3472758,39.9268142
915,116.3496559,39.9268148
916,116.3330137,39.9267738
917,116.3312615,39.9267935
918,116.3292498,39.9268012
919,116.3290231,39.9268021
920,116.3525167,39.9391173
921,116.3560463,39.9391463
922,116.357889,39.9391423
923,116.3284494,39.9127273
924,116.3305507,39.9127075
925,116.3325666,39.9126871
926,116.3331273,39.9126804
927,116.33376,39.9126735
928,116.3367043,39.9126424
929,116.3372956,39.9126362
930,116.3389622,39.9126122
931,116.3390834,39.9126107
932,116.3402554,39.9126049
933,116.3431684,39.9125783
934,116.3469011,39.9125414
935,116.3587821,39.8543412
936,116.3586209,39.8572986
937,116.358573,39.8587339
938,116.3584902,39.8606353
939,116.2137734,39.9722665
940,116.2136313,39.9714714
941,116.461859,39.9717303
942,116.4615906,39.9716747
943,116.4577729,39.9740219
944,116.4569024,39.9745973
945,116.4553213,39.9755324
946,116.4542951,39.9761962
947,116.3059404,39.9985217
948,116.3088778,39.9985968
949,116.288959,39.995646
950,116.2848824,39.9971526
951,116.5479598,40.0261293
952,116.554596,40.0182496
953,116.5561177,40.0153112
954,116.5570224,40.01208
955,116.55747,40.0104822
956,116.5585833,40.0065952
957,116.5599194,40.0019437
958,116.4640404,39.9677312
959,116.4678577,39.9666178
960,116.4682625,39.9663756
961,116.4683989,39.9663595
962,116.4714321,39.964398
963,116.4769041,39.9607257
964,116.4771413,39.9605587
965,116.470509,39.9494353
966,116.4719125,39.9500542
967,116.4046137,39.9228879
968,116.4056601,39.9228242
969,116.4088956,39.9228622
970,116.4098126,39.9228648
971,116.4112829,39.9228805
972,116.3956173,39.9738347
973,116.3955495,39.9753959
974,116.395545,39.9755003
975,116.3955429,39.9756137
976,116.3955414,39.9756987
977,116.395475,39.980325
978,116.4312904,39.996968
979,116.4311797,39.9969715
980,116.4241825,39.9970816
981,116.4185935,39.9974913
982,116.4178103,39.9872716
983,116.4179397,39.9877305
984,116.4420425,39.9815238
985,116.4388608,39.9800657
986,116.4365512,39.9747908
987,116.4366659,39.9746143
988,116.4366642,39.9744501
989,116.4366566,39.9743084
990,116.4329331,39.9667528
991,116.4566488,39.965048
992,116.4534906,39.9671031
993,116.4506815,39.9689407
994,116.4497854,39.9695269
995,116.4496052,39.9696584
996,116.4471862,39.9714579
997,116.4439356,39.9738773
998,116.443855,39.9739358
999,116.4437689,39.9740096
1000,116.4437033,39.9740939
1001,116.4426522,39.9754453
1002,116.4346908,39.9827054
1003,116.4569437,39.9887742
1004,116.4568597,39.988726
1005,116.4559681,39.9882692
1006,116.4541891,39.9879257
1007,116.4509897,39.9874797
